2025-01-07 11:45:03.814850 - INFO - Starting Kafka consumer script.
2025-01-07 11:45:04.500738 - INFO - Inserted to MongoDB: {'user_id': 69, 'activity': 'purchase', 'timestamp': '2025-01-07 09:40:52', '_id': ObjectId('677cf7a0b3cbcf303db42656')}
2025-01-07 11:47:00.859803 - INFO - Inserted to MongoDB: {'user_id': 24, 'activity': 'logout', 'timestamp': '2025-01-07 09:47:00', '_id': ObjectId('677cf814b3cbcf303db42695')}
2025-01-07 11:47:02.878673 - INFO - Inserted to MongoDB: {'user_id': 79, 'activity': 'login', 'timestamp': '2025-01-07 09:47:02', '_id': ObjectId('677cf816b3cbcf303db42696')}
2025-01-07 11:47:04.896552 - INFO - Inserted to MongoDB: {'user_id': 94, 'activity': 'login', 'timestamp': '2025-01-07 09:47:04', '_id': ObjectId('677cf818b3cbcf303db42697')}
2025-01-07 11:47:06.917704 - INFO - Inserted to MongoDB: {'user_id': 16, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:47:06', '_id': ObjectId('677cf81ab3cbcf303db42698')}
2025-01-07 11:47:08.943114 - INFO - Inserted to MongoDB: {'user_id': 48, 'activity': 'view_item', 'timestamp': '2025-01-07 09:47:08', '_id': ObjectId('677cf81cb3cbcf303db42699')}
2025-01-07 11:47:10.972109 - INFO - Inserted to MongoDB: {'user_id': 34, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:47:10', '_id': ObjectId('677cf81eb3cbcf303db4269a')}
2025-01-07 11:47:13.007643 - INFO - Inserted to MongoDB: {'user_id': 30, 'activity': 'purchase', 'timestamp': '2025-01-07 09:47:12', '_id': ObjectId('677cf821b3cbcf303db4269b')}
2025-01-07 11:47:15.080642 - INFO - Inserted to MongoDB: {'user_id': 93, 'activity': 'purchase', 'timestamp': '2025-01-07 09:47:15', '_id': ObjectId('677cf823b3cbcf303db4269c')}
2025-01-07 11:47:17.115472 - INFO - Inserted to MongoDB: {'user_id': 97, 'activity': 'purchase', 'timestamp': '2025-01-07 09:47:17', '_id': ObjectId('677cf825b3cbcf303db4269d')}
2025-01-07 11:47:19.180770 - INFO - Inserted to MongoDB: {'user_id': 83, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:47:19', '_id': ObjectId('677cf827b3cbcf303db4269e')}
2025-01-07 11:47:21.263777 - INFO - Inserted to MongoDB: {'user_id': 1, 'activity': 'login', 'timestamp': '2025-01-07 09:47:21', '_id': ObjectId('677cf829b3cbcf303db4269f')}
2025-01-07 11:47:23.309672 - INFO - Inserted to MongoDB: {'user_id': 94, 'activity': 'logout', 'timestamp': '2025-01-07 09:47:23', '_id': ObjectId('677cf82bb3cbcf303db426a0')}
2025-01-07 11:47:25.331877 - INFO - Inserted to MongoDB: {'user_id': 72, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:47:25', '_id': ObjectId('677cf82db3cbcf303db426a1')}
2025-01-07 11:47:27.720341 - INFO - Inserted to MongoDB: {'user_id': 54, 'activity': 'purchase', 'timestamp': '2025-01-07 09:47:27', '_id': ObjectId('677cf82fb3cbcf303db426a2')}
2025-01-07 11:47:29.765596 - INFO - Inserted to MongoDB: {'user_id': 70, 'activity': 'logout', 'timestamp': '2025-01-07 09:47:29', '_id': ObjectId('677cf831b3cbcf303db426a3')}
2025-01-07 11:47:31.796592 - INFO - Inserted to MongoDB: {'user_id': 78, 'activity': 'login', 'timestamp': '2025-01-07 09:47:31', '_id': ObjectId('677cf833b3cbcf303db426a4')}
2025-01-07 11:47:33.861445 - INFO - Inserted to MongoDB: {'user_id': 71, 'activity': 'login', 'timestamp': '2025-01-07 09:47:33', '_id': ObjectId('677cf835b3cbcf303db426a5')}
2025-01-07 11:47:35.897082 - INFO - Inserted to MongoDB: {'user_id': 78, 'activity': 'purchase', 'timestamp': '2025-01-07 09:47:35', '_id': ObjectId('677cf837b3cbcf303db426a6')}
2025-01-07 11:47:37.922904 - INFO - Inserted to MongoDB: {'user_id': 67, 'activity': 'login', 'timestamp': '2025-01-07 09:47:37', '_id': ObjectId('677cf839b3cbcf303db426a7')}
2025-01-07 11:47:40.207507 - INFO - Inserted to MongoDB: {'user_id': 56, 'activity': 'logout', 'timestamp': '2025-01-07 09:47:40', '_id': ObjectId('677cf83cb3cbcf303db426a8')}
2025-01-07 11:47:42.315117 - INFO - Inserted to MongoDB: {'user_id': 5, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:47:42', '_id': ObjectId('677cf83eb3cbcf303db426a9')}
2025-01-07 11:47:44.357525 - INFO - Inserted to MongoDB: {'user_id': 20, 'activity': 'login', 'timestamp': '2025-01-07 09:47:44', '_id': ObjectId('677cf840b3cbcf303db426aa')}
2025-01-07 11:47:46.387900 - INFO - Inserted to MongoDB: {'user_id': 47, 'activity': 'logout', 'timestamp': '2025-01-07 09:47:46', '_id': ObjectId('677cf842b3cbcf303db426ab')}
2025-01-07 11:47:48.471667 - INFO - Inserted to MongoDB: {'user_id': 62, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:47:48', '_id': ObjectId('677cf844b3cbcf303db426ac')}
2025-01-07 11:47:50.750029 - INFO - Inserted to MongoDB: {'user_id': 52, 'activity': 'login', 'timestamp': '2025-01-07 09:47:50', '_id': ObjectId('677cf846b3cbcf303db426ad')}
2025-01-07 11:47:52.804038 - INFO - Inserted to MongoDB: {'user_id': 9, 'activity': 'login', 'timestamp': '2025-01-07 09:47:52', '_id': ObjectId('677cf848b3cbcf303db426ae')}
2025-01-07 11:47:54.851803 - INFO - Inserted to MongoDB: {'user_id': 70, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:47:54', '_id': ObjectId('677cf84ab3cbcf303db426af')}
2025-01-07 11:47:56.883861 - INFO - Inserted to MongoDB: {'user_id': 50, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:47:56', '_id': ObjectId('677cf84cb3cbcf303db426b0')}
2025-01-07 11:47:58.910694 - INFO - Inserted to MongoDB: {'user_id': 96, 'activity': 'logout', 'timestamp': '2025-01-07 09:47:58', '_id': ObjectId('677cf84eb3cbcf303db426b1')}
2025-01-07 11:48:01.049936 - INFO - Inserted to MongoDB: {'user_id': 40, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:48:00', '_id': ObjectId('677cf850b3cbcf303db426b2')}
2025-01-07 11:48:03.079600 - INFO - Inserted to MongoDB: {'user_id': 78, 'activity': 'logout', 'timestamp': '2025-01-07 09:48:03', '_id': ObjectId('677cf853b3cbcf303db426b3')}
2025-01-07 11:48:05.185963 - INFO - Inserted to MongoDB: {'user_id': 57, 'activity': 'logout', 'timestamp': '2025-01-07 09:48:05', '_id': ObjectId('677cf855b3cbcf303db426b4')}
2025-01-07 11:48:07.223993 - INFO - Inserted to MongoDB: {'user_id': 50, 'activity': 'login', 'timestamp': '2025-01-07 09:48:07', '_id': ObjectId('677cf857b3cbcf303db426b5')}
2025-01-07 11:48:09.257492 - INFO - Inserted to MongoDB: {'user_id': 62, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:48:09', '_id': ObjectId('677cf859b3cbcf303db426b6')}
2025-01-07 11:48:11.291871 - INFO - Inserted to MongoDB: {'user_id': 38, 'activity': 'login', 'timestamp': '2025-01-07 09:48:11', '_id': ObjectId('677cf85bb3cbcf303db426b7')}
2025-01-07 11:48:13.321928 - INFO - Inserted to MongoDB: {'user_id': 76, 'activity': 'login', 'timestamp': '2025-01-07 09:48:13', '_id': ObjectId('677cf85db3cbcf303db426b8')}
2025-01-07 11:48:15.355792 - INFO - Inserted to MongoDB: {'user_id': 9, 'activity': 'view_item', 'timestamp': '2025-01-07 09:48:15', '_id': ObjectId('677cf85fb3cbcf303db426b9')}
2025-01-07 11:48:17.387623 - INFO - Inserted to MongoDB: {'user_id': 14, 'activity': 'login', 'timestamp': '2025-01-07 09:48:17', '_id': ObjectId('677cf861b3cbcf303db426ba')}
2025-01-07 11:48:19.424080 - INFO - Inserted to MongoDB: {'user_id': 54, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:48:19', '_id': ObjectId('677cf863b3cbcf303db426bb')}
2025-01-07 11:48:21.446080 - INFO - Inserted to MongoDB: {'user_id': 11, 'activity': 'purchase', 'timestamp': '2025-01-07 09:48:21', '_id': ObjectId('677cf865b3cbcf303db426bc')}
2025-01-07 11:48:23.464280 - INFO - Inserted to MongoDB: {'user_id': 68, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:48:23', '_id': ObjectId('677cf867b3cbcf303db426bd')}
2025-01-07 11:48:25.494623 - INFO - Inserted to MongoDB: {'user_id': 43, 'activity': 'view_item', 'timestamp': '2025-01-07 09:48:25', '_id': ObjectId('677cf869b3cbcf303db426be')}
2025-01-07 11:48:27.538647 - INFO - Inserted to MongoDB: {'user_id': 69, 'activity': 'purchase', 'timestamp': '2025-01-07 09:48:27', '_id': ObjectId('677cf86bb3cbcf303db426bf')}
2025-01-07 11:48:29.564522 - INFO - Inserted to MongoDB: {'user_id': 39, 'activity': 'login', 'timestamp': '2025-01-07 09:48:29', '_id': ObjectId('677cf86db3cbcf303db426c0')}
2025-01-07 11:48:31.588134 - INFO - Inserted to MongoDB: {'user_id': 76, 'activity': 'view_item', 'timestamp': '2025-01-07 09:48:31', '_id': ObjectId('677cf86fb3cbcf303db426c1')}
2025-01-07 11:48:33.615440 - INFO - Inserted to MongoDB: {'user_id': 64, 'activity': 'view_item', 'timestamp': '2025-01-07 09:48:33', '_id': ObjectId('677cf871b3cbcf303db426c2')}
2025-01-07 11:48:35.649057 - INFO - Inserted to MongoDB: {'user_id': 23, 'activity': 'login', 'timestamp': '2025-01-07 09:48:35', '_id': ObjectId('677cf873b3cbcf303db426c3')}
2025-01-07 11:48:37.695037 - INFO - Inserted to MongoDB: {'user_id': 70, 'activity': 'login', 'timestamp': '2025-01-07 09:48:37', '_id': ObjectId('677cf875b3cbcf303db426c4')}
2025-01-07 11:48:40.115950 - INFO - Inserted to MongoDB: {'user_id': 60, 'activity': 'login', 'timestamp': '2025-01-07 09:48:39', '_id': ObjectId('677cf878b3cbcf303db426c5')}
2025-01-07 11:48:42.679507 - INFO - Inserted to MongoDB: {'user_id': 32, 'activity': 'login', 'timestamp': '2025-01-07 09:48:42', '_id': ObjectId('677cf87ab3cbcf303db426c6')}
2025-01-07 11:48:44.717869 - INFO - Inserted to MongoDB: {'user_id': 33, 'activity': 'login', 'timestamp': '2025-01-07 09:48:44', '_id': ObjectId('677cf87cb3cbcf303db426c7')}
2025-01-07 11:48:46.753569 - INFO - Inserted to MongoDB: {'user_id': 32, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:48:46', '_id': ObjectId('677cf87eb3cbcf303db426c8')}
2025-01-07 11:48:48.775924 - INFO - Inserted to MongoDB: {'user_id': 95, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:48:48', '_id': ObjectId('677cf880b3cbcf303db426c9')}
2025-01-07 11:48:50.801548 - INFO - Inserted to MongoDB: {'user_id': 15, 'activity': 'purchase', 'timestamp': '2025-01-07 09:48:50', '_id': ObjectId('677cf882b3cbcf303db426ca')}
2025-01-07 11:48:52.826520 - INFO - Inserted to MongoDB: {'user_id': 80, 'activity': 'view_item', 'timestamp': '2025-01-07 09:48:52', '_id': ObjectId('677cf884b3cbcf303db426cb')}
2025-01-07 11:48:54.856702 - INFO - Inserted to MongoDB: {'user_id': 98, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:48:54', '_id': ObjectId('677cf886b3cbcf303db426cc')}
2025-01-07 11:48:56.872922 - INFO - Inserted to MongoDB: {'user_id': 73, 'activity': 'view_item', 'timestamp': '2025-01-07 09:48:56', '_id': ObjectId('677cf888b3cbcf303db426cd')}
2025-01-07 11:48:58.892827 - INFO - Inserted to MongoDB: {'user_id': 90, 'activity': 'logout', 'timestamp': '2025-01-07 09:48:58', '_id': ObjectId('677cf88ab3cbcf303db426ce')}
2025-01-07 11:49:00.908042 - INFO - Inserted to MongoDB: {'user_id': 11, 'activity': 'login', 'timestamp': '2025-01-07 09:49:00', '_id': ObjectId('677cf88cb3cbcf303db426cf')}
2025-01-07 11:49:02.930630 - INFO - Inserted to MongoDB: {'user_id': 73, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:49:02', '_id': ObjectId('677cf88eb3cbcf303db426d0')}
2025-01-07 11:49:04.956038 - INFO - Inserted to MongoDB: {'user_id': 83, 'activity': 'add_to_cart', 'timestamp': '2025-01-07 09:49:04', '_id': ObjectId('677cf890b3cbcf303db426d1')}
2025-01-07 11:49:06.996650 - INFO - Inserted to MongoDB: {'user_id': 21, 'activity': 'purchase', 'timestamp': '2025-01-07 09:49:06', '_id': ObjectId('677cf892b3cbcf303db426d2')}
2025-01-07 11:49:09.081387 - INFO - Inserted to MongoDB: {'user_id': 74, 'activity': 'purchase', 'timestamp': '2025-01-07 09:49:09', '_id': ObjectId('677cf895b3cbcf303db426d3')}
2025-01-07 11:49:11.106803 - INFO - Inserted to MongoDB: {'user_id': 31, 'activity': 'view_item', 'timestamp': '2025-01-07 09:49:11', '_id': ObjectId('677cf897b3cbcf303db426d4')}
2025-01-07 11:49:13.146539 - INFO - Inserted to MongoDB: {'user_id': 10, 'activity': 'logout', 'timestamp': '2025-01-07 09:49:13', '_id': ObjectId('677cf899b3cbcf303db426d5')}
2025-01-07 11:49:15.223855 - INFO - Inserted to MongoDB: {'user_id': 64, 'activity': 'view_item', 'timestamp': '2025-01-07 09:49:15', '_id': ObjectId('677cf89bb3cbcf303db426d6')}
2025-01-07 11:49:17.353489 - INFO - Inserted to MongoDB: {'user_id': 79, 'activity': 'purchase', 'timestamp': '2025-01-07 09:49:17', '_id': ObjectId('677cf89db3cbcf303db426d7')}
2025-01-07 11:49:19.677908 - INFO - Inserted to MongoDB: {'user_id': 80, 'activity': 'logout', 'timestamp': '2025-01-07 09:49:19', '_id': ObjectId('677cf89fb3cbcf303db426d8')}
2025-01-07 11:49:22.193672 - INFO - Inserted to MongoDB: {'user_id': 39, 'activity': 'login', 'timestamp': '2025-01-07 09:49:22', '_id': ObjectId('677cf8a2b3cbcf303db426d9')}
2025-01-07 11:49:24.231441 - INFO - Inserted to MongoDB: {'user_id': 89, 'activity': 'login', 'timestamp': '2025-01-07 09:49:24', '_id': ObjectId('677cf8a4b3cbcf303db426da')}
2025-01-07 11:49:26.307946 - INFO - Inserted to MongoDB: {'user_id': 44, 'activity': 'login', 'timestamp': '2025-01-07 09:49:26', '_id': ObjectId('677cf8a6b3cbcf303db426db')}
2025-01-07 11:49:28.330725 - INFO - Inserted to MongoDB: {'user_id': 53, 'activity': 'logout', 'timestamp': '2025-01-07 09:49:28', '_id': ObjectId('677cf8a8b3cbcf303db426dc')}
2025-01-07 11:49:30.347776 - INFO - Inserted to MongoDB: {'user_id': 99, 'activity': 'purchase', 'timestamp': '2025-01-07 09:49:30', '_id': ObjectId('677cf8aab3cbcf303db426dd')}
